Name,RT,ion
alpha-Muurolene,48.18474,107
Bicyclogermacrene,48.18474,204
Bicyclogermacrene,48.18474,136
Bicyclogermacrene,48.18474,106
alpha-Muurolene,48.18474,162
"Propanoic acid, decyl ester",48.30324,140
Epizonarene,48.30324,162
"Propanoic acid, decyl ester",48.30324,83
"(Z,Z)-alpha-Farnesene",48.30324,120
"(Z,Z)-alpha-Farnesene",48.30324,69
Epizonarene,48.30324,159
"(3S,3aS,8aR)-6,8a-Dimethyl-3-(prop-1-en-2-yl)-1,2,3,3a,4,5,8,8a-octahydroazulene",48.41772,148
"(3S,3aS,8aR)-6,8a-Dimethyl-3-(prop-1-en-2-yl)-1,2,3,3a,4,5,8,8a-octahydroazulene",48.41772,163
cis-alpha-Bisabolene,48.47496,78
cis-alpha-Bisabolene,48.47496,204
"Benzene, 1-methyl-4-(1,2,2-trimethylcyclopentyl)-, (R)-",48.5322,202
"Azulene, 1,2,3,5,6,7,8,8a-octahydro-1,4-dimethyl-7-(1-methylethenyl)-, [1S-(1alpha,7alpha,8abeta)]-",48.5322,119
"Azulene, 1,2,3,5,6,7,8,8a-octahydro-1,4-dimethyl-7-(1-methylethenyl)-, [1S-(1alpha,7alpha,8abeta)]-",48.5322,149
"Benzene, 1-methyl-4-(1,2,2-trimethylcyclopentyl)-, (R)-",48.5322,105
"Bicyclo[4.4.0]dec-1-ene, 2-isopropyl-5-methyl-9-methylene-",48.64668,162
"Bicyclo[4.4.0]dec-1-ene, 2-isopropyl-5-methyl-9-methylene-",48.64668,204
o-Hydroxybiphenyl,48.64668,169
o-Hydroxybiphenyl,48.64668,170
"Naphthalene, decahydro-1,6-dimethyl-4-(1-methylethyl)-",48.70392,165
"Naphthalene, decahydro-1,6-dimethyl-4-(1-methylethyl)-",48.70392,166
"(1S,7S,8aR)-1,8a-Dimethyl-7-(prop-1-en-2-yl)-1,2,3,7,8,8a-hexahydronaphthalene",48.70392,161
"(1S,7S,8aR)-1,8a-Dimethyl-7-(prop-1-en-2-yl)-1,2,3,7,8,8a-hexahydronaphthalene",48.70392,187
(R)-5-Methyl-2-(prop-1-en-2-yl)hex-4-en-1-yl 3-methylbutanoate,48.70392,55
(R)-5-Methyl-2-(prop-1-en-2-yl)hex-4-en-1-yl 3-methylbutanoate,48.70392,136
alpha-Farnesene,48.70392,133
alpha-Farnesene,48.70392,79
beta-Bisabolene,48.76116,93
beta-Bisabolene,48.76116,119
beta-Bisabolene,48.76116,204
alpha-Cuprenene,48.76116,55
alpha-Cuprenene,48.76116,148
"Phenol, 4-(ethoxymethyl)-2-methoxy-",48.8184,182
2-Tridecanol,48.8184,45
2-Tridecanol,48.8184,97
"Phenol, 4-(ethoxymethyl)-2-methoxy-",48.8184,137
"Pentanoic acid, 1-ethenyl-1,5-dimethyl-4-hexenyl ester",48.8184,60
"Pentanoic acid, 1-ethenyl-1,5-dimethyl-4-hexenyl ester",48.8184,68
"Cyclohexene, 4-[(1E)-1,5-dimethyl-1,4-hexadien-1-yl]-1-methyl-",48.93288,80
"Cyclohexene, 4-[(1E)-1,5-dimethyl-1,4-hexadien-1-yl]-1-methyl-",48.93288,119
"Cyclohexene, 4-[(1E)-1,5-dimethyl-1,4-hexadien-1-yl]-1-methyl-",48.93288,204
Tridecanal,48.93288,96
Tridecanal,48.93288,98
Butylated Hydroxytoluene,48.99012,220
Butylated Hydroxytoluene,48.99012,206
"1-Undecanol, acetate",48.99012,125
"Naphthalene, 1,2,3,4,4a,5,6,8a-octahydro-7-methyl-4-methylene-1-(1-methylethyl)-, (1alpha,4abeta,8aalpha)-",48.99012,161
"Naphthalene, 1,2,3,4,4a,5,6,8a-octahydro-7-methyl-4-methylene-1-(1-methylethyl)-, (1alpha,4abeta,8aalpha)-",48.99012,204
"Naphthalene, 1,2,3,4,4a,5,6,8a-octahydro-7-methyl-4-methylene-1-(1-methylethyl)-, (1alpha,4abeta,8aalpha)-",48.99012,135
"1-Undecanol, acetate",48.99012,61
Geranyl isobutyrate,49.04736,121
Geranyl isobutyrate,49.04736,136
"Phenol, 2,5-bis(1,1-dimethylethyl)-",49.04736,192
"Phenol, 2,5-bis(1,1-dimethylethyl)-",49.04736,190
Dibenzofuran,49.04736,168
Dibenzofuran,49.04736,139
"(R)-1-Methyl-4-(6-methylhept-5-en-2-yl)cyclohexa-1,4-diene",49.04736,204
"(R)-1-Methyl-4-(6-methylhept-5-en-2-yl)cyclohexa-1,4-diene",49.04736,119
"(3S,3aR,3bR,4S,7R,7aR)-4-Isopropyl-3,7-dimethyloctahydro-1H-cyclopenta[1,3]cyclopropa[1,2]benzen-3-ol",49.1046,204
"(3S,3aR,3bR,4S,7R,7aR)-4-Isopropyl-3,7-dimethyloctahydro-1H-cyclopenta[1,3]cyclopropa[1,2]benzen-3-ol",49.1046,207
"Tetradecane, 2,2-dimethyl-",49.1046,56
"Tetradecane, 2,2-dimethyl-",49.1046,71
(Z)-1-Methyl-4-(6-methylhept-5-en-2-ylidene)cyclohex-1-ene,49.1046,107
(Z)-1-Methyl-4-(6-methylhept-5-en-2-ylidene)cyclohex-1-ene,49.1046,204
Sesquicineole,49.16184,140
Sesquicineole,49.16184,204
"(2S,4aR,8aR)-4a,8-Dimethyl-2-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,8a-octahydronaphthalene",49.21908,161
"(2S,4aR,8aR)-4a,8-Dimethyl-2-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,8a-octahydronaphthalene",49.21908,204
"2H-Pyran-2-one, tetrahydro-6-(2-pentenyl)-, (Z)-",49.27632,150
"2H-Pyran-2-one, tetrahydro-6-(2-pentenyl)-, (Z)-",49.27632,99
"Naphthalene, 1,2,4a,5,8,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, [1S-(1alpha,4abeta,8aalpha)]-",49.27632,204
"Naphthalene, 1,2,4a,5,8,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, [1S-(1alpha,4abeta,8aalpha)]-",49.27632,189
"2,4-Di-tert-butylphenol",49.33356,192
"2,4-Di-tert-butylphenol",49.33356,206
"1,3-Benzodioxole, 4-methoxy-6-(2-propenyl)-",49.33356,192
"1,3-Benzodioxole, 4-methoxy-6-(2-propenyl)-",49.33356,193
(+)-Cycloisolongifol-5-ol,49.33356,187
(+)-Cycloisolongifol-5-ol,49.33356,188
"Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester",49.50528,151
"Benzoic acid, 4-hydroxy-3-methoxy-, methyl ester",49.50528,182
"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",49.56252,159
"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",49.56252,202
"Phenol, 2-methoxy-4-(2-propenyl)-, acetate",49.61976,165
"Phenol, 2-methoxy-4-(2-propenyl)-, acetate",49.61976,149
"Cyclohexene, 3-(1,5-dimethyl-4-hexenyl)-6-methylene-, [S-(R*,S*)]-",49.61976,204
"Cyclohexene, 3-(1,5-dimethyl-4-hexenyl)-6-methylene-, [S-(R*,S*)]-",49.61976,120
"2,4-Dodecadienal, (E,E)-",49.61976,83
"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S-cis)-",49.61976,204
"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S-cis)-",49.61976,134
"2,4-Dodecadienal, (E,E)-",49.61976,95
"Dodecanoic acid, methyl ester",49.73424,87
"Dodecanoic acid, methyl ester",49.73424,143
(-)-alpha-Panasinsen,49.79148,161
(-)-alpha-Panasinsen,49.79148,204
trans-Calamenene,49.90596,202
trans-Calamenene,49.90596,160
Sobrerol 8-acetate,49.90596,109
Sobrerol 8-acetate,49.90596,152
Citronellyl butyrate,49.9632,69
Citronellyl butyrate,49.9632,86
"Phenol, 2-(1-methylethyl)-, methylcarbamate",50.07768,122
"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (R)-",50.07768,111
"Phenol, 2-(1-methylethyl)-, methylcarbamate",50.07768,121
"Phenol, 2-(1-methylethyl)-, methylcarbamate",50.07768,136
"Tetrasulfide, di-2-propenyl",50.07768,105
Cubenene,50.07768,204
"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (R)-",50.07768,180
Cubenene,50.07768,119
"Tetrasulfide, di-2-propenyl",50.07768,73
(E)-1-Methyl-4-(6-methylhept-5-en-2-ylidene)cyclohex-1-ene,50.13492,135
(E)-1-Methyl-4-(6-methylhept-5-en-2-ylidene)cyclohex-1-ene,50.13492,204
"Naphthalene, 1,2,3,4,4a,7-hexahydro-1,6-dimethyl-4-(1-methylethyl)-",50.13492,119
"Naphthalene, 1,2,3,4,4a,7-hexahydro-1,6-dimethyl-4-(1-methylethyl)-",50.13492,204
Homovanillyl alcohol,50.19216,137
Homovanillyl alcohol,50.19216,168
"3,5,9-Undecatrien-2-one, 6,10-dimethyl-, (E,Z)-",50.2494,109
"3,5,9-Undecatrien-2-one, 6,10-dimethyl-, (E,Z)-",50.2494,192
"2-Propanone, 1-(4-hydroxy-3-methoxyphenyl)-",50.30664,137
Mandelamide,50.30664,108
"2-Propanone, 1-(4-hydroxy-3-methoxyphenyl)-",50.30664,180
Mandelamide,50.30664,105
Mandelamide,50.30664,107
Mandelamide,50.30664,79
"Naphthalene, 1,2,4a,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, [1S-(1alpha,4abeta,8aalpha)]-",50.42112,121
"Naphthalene, 1,2,4a,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, [1S-(1alpha,4abeta,8aalpha)]-",50.42112,204
"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-",50.42112,137
"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-",50.42112,180
Isoamyl salicylate,50.42112,120
Isoamyl salicylate,50.42112,208
"Tetradecane, 2,6,10-trimethyl-",50.47836,113
"Tetradecane, 2,6,10-trimethyl-",50.47836,155
"(8R,8aS)-8,8a-Dimethyl-2-(propan-2-ylidene)-1,2,3,7,8,8a-hexahydronaphthalene",50.5356,159
"(8R,8aS)-8,8a-Dimethyl-2-(propan-2-ylidene)-1,2,3,7,8,8a-hexahydronaphthalene",50.5356,202
"Furan, 3,3'-dithiobis[2-methyl-",50.5356,113
"Furan, 3,3'-dithiobis[2-methyl-",50.5356,227
"Selina-3,7(11)-diene",50.65008,204
"Selina-3,7(11)-diene",50.65008,189
alpha-Calacorene,50.65008,157
alpha-Calacorene,50.65008,200
"(1S,2R,5R)-2-Methyl-5-((R)-6-methylhept-5-en-2-yl)bicyclo[3.1.0]hexan-2-ol",50.70732,204
"(1S,2R,5R)-2-Methyl-5-((R)-6-methylhept-5-en-2-yl)bicyclo[3.1.0]hexan-2-ol",50.70732,207
Nerolidol,50.76456,161
gamma-Dehydro-ar-himachalene,50.76456,170
gamma-Dehydro-ar-himachalene,50.76456,200
Berteroin,50.76456,47
Berteroin,50.76456,75
Nerolidol,50.76456,136
"6-Isobutyryl-2,2,4,4-tetramethylcyclohexane-1,3,5-trione",50.87904,237
"6-Isobutyryl-2,2,4,4-tetramethylcyclohexane-1,3,5-trione",50.87904,252
n-Capric acid isobutyl ester,50.87904,155
n-Capric acid isobutyl ester,50.87904,172
"Pentadecane, 6-methyl-",50.93628,71
"Pentadecane, 6-methyl-",50.93628,99
"Hexanoic acid, phenylmethyl ester",50.93628,108
"Hexanoic acid, phenylmethyl ester",50.93628,206
"Cyclohexanemethanol, 4-ethenyl-alpha,alpha,4-trimethyl-3-(1-methylethenyl)-, [1R-(1alpha,3alpha,4beta)]-",51.05076,204
"Cyclohexanemethanol, 4-ethenyl-alpha,alpha,4-trimethyl-3-(1-methylethenyl)-, [1R-(1alpha,3alpha,4beta)]-",51.05076,189
Sesquirosefuran,51.27972,175
Sesquirosefuran,51.27972,218
"Benzene, 1,2,3-trimethoxy-5-(2-propenyl)-",51.33696,193
"Benzene, 1,2,3-trimethoxy-5-(2-propenyl)-",51.33696,208
"Cadala-1(10),3,8-triene",51.3942,157
"Cadala-1(10),3,8-triene",51.3942,202
"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethylidene)-, (E,E)-",51.50868,121
"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethylidene)-, (E,E)-",51.50868,204
"2-Butanone, 4-(4-hydroxyphenyl)-",51.6804,164
"2-Butanone, 4-(4-hydroxyphenyl)-",51.6804,121
"1-Propanone, 1-(4-hydroxy-3-methoxyphenyl)-",51.6804,180
"1-Propanone, 1-(4-hydroxy-3-methoxyphenyl)-",51.6804,123
"p-Cymene-2,5-diol",51.73764,77
"p-Cymene-2,5-diol",51.73764,166
"Butanoic acid, 3,7-dimethyl-2,6-octadienyl ester, (E)-",51.79488,71
"Butanoic acid, 3,7-dimethyl-2,6-octadienyl ester, (E)-",51.79488,92
"4-Isopropyl-6-methyl-1-methylene-1,2,3,4-tetrahydronaphthalene",51.85212,200
"4-Isopropyl-6-methyl-1-methylene-1,2,3,4-tetrahydronaphthalene",51.85212,157
"Phenol, 4-ethenyl-2,6-dimethoxy-",51.85212,181
"(3aR,3bS,6S,6aR,6bS)-6-Isopropyl-3b-methyloctahydrocyclobuta[1,2:3,4]di[5]annulen-1(2H)-one",51.85212,41
"(3aR,3bS,6S,6aR,6bS)-6-Isopropyl-3b-methyloctahydrocyclobuta[1,2:3,4]di[5]annulen-1(2H)-one",51.85212,124
"(3aR,3bS,6S,6aR,6bS)-6-Isopropyl-3b-methyloctahydrocyclobuta[1,2:3,4]di[5]annulen-1(2H)-one",51.85212,123
"Phenol, 4-ethenyl-2,6-dimethoxy-",51.85212,137
"1,6,10-Dodecatrien-3-ol, 3,7,11-trimethyl-",51.90936,71
"1,6,10-Dodecatrien-3-ol, 3,7,11-trimethyl-",51.90936,107
"Benzoic acid, 2-(formylamino)-, methyl ester",51.90936,120
"Benzoic acid, 2-(formylamino)-, methyl ester",51.90936,146
"1,6,10-Dodecatrien-3-ol, 3,7,11-trimethyl-, (E)-",51.90936,136
"1,6,10-Dodecatrien-3-ol, 3,7,11-trimethyl-, (E)-",51.90936,161
Ledol,51.9666,222
"Bicyclo[3.1.0]hexan-2-one, 1,5-bis(1,1-dimethylethyl)-3,3-dimethyl-",51.9666,55
"Bicyclo[3.1.0]hexan-2-one, 1,5-bis(1,1-dimethylethyl)-3,3-dimethyl-",51.9666,180
Ledol,51.9666,204
4-Methoxycinnamaldehyde,52.02384,162
4-Methoxycinnamaldehyde,52.02384,161
"4,8-Methanoazulen-9-ol, decahydro-2,2,4,8-tetramethyl-, stereoisomer",52.02384,189
"4,8-Methanoazulen-9-ol, decahydro-2,2,4,8-tetramethyl-, stereoisomer",52.02384,191
"4aH-Cycloprop[e]azulen-4a-ol, decahydro-1,1,4,7-tetramethyl-, [1aR-(1aalpha,4beta,4abeta,7alpha,7abeta,7balpha)]-",52.13832,165
"4aH-Cycloprop[e]azulen-4a-ol, decahydro-1,1,4,7-tetramethyl-, [1aR-(1aalpha,4beta,4abeta,7alpha,7abeta,7balpha)]-",52.13832,222
Dodecanoic acid,52.13832,171
Dodecanoic acid,52.13832,200
"Hexanoic acid, octyl ester",52.2528,60
"Hexanoic acid, octyl ester",52.2528,82
"3-Hexen-1-ol, benzoate, (Z)-",52.2528,77
"3-Hexen-1-ol, benzoate, (Z)-",52.2528,105
"3-Hexen-1-ol, benzoate, (Z)-",52.2528,106
"2-Tridecen-1-ol, (E)-",52.2528,84
"2-Tridecen-1-ol, (E)-",52.2528,109
"Pentadecane, 3-methyl-",52.2528,196
"Pentadecane, 3-methyl-",52.2528,197
"2-Tridecenal, (E)-",52.31004,95
"2-Tridecenal, (E)-",52.31004,84
"Dodecane, 5,8-diethyl-",52.36728,98
"Dodecane, 5,8-diethyl-",52.36728,197
8-Acetoxycarvotanacetone,52.36728,109
8-Acetoxycarvotanacetone,52.36728,150
"Furan, 3-(4,8-dimethyl-3,7-nonadienyl)-, (E)-",52.48176,67
"Furan, 3-(4,8-dimethyl-3,7-nonadienyl)-, (E)-",52.48176,203
"(2E,4S,7E)-4-Isopropyl-1,7-dimethylcyclodeca-2,7-dienol",52.48176,121
"(2E,4S,7E)-4-Isopropyl-1,7-dimethylcyclodeca-2,7-dienol",52.48176,161
"Butanoic acid, 2-methyl-, 3,7-dimethyl-2,6-octadienyl ester, (Z)-",52.59624,68
"Butanoic acid, 2-methyl-, 3,7-dimethyl-2,6-octadienyl ester, (Z)-",52.59624,136
"2(3H)-Furanone, 5-heptyldihydro-",52.59624,41
"2(3H)-Furanone, 5-heptyldihydro-",52.59624,128
"1H-Cycloprop[e]azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, [1ar-(1aalpha,4aalpha,7beta,7abeta,7balpha)]-",52.59624,205
"1H-Cycloprop[e]azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, [1ar-(1aalpha,4aalpha,7beta,7abeta,7balpha)]-",52.59624,220
n-Tridecan-1-ol,52.65348,111
n-Tridecan-1-ol,52.65348,154
"(3E,7E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene",52.65348,93
(-)-Spathulenol,52.65348,205
(-)-Spathulenol,52.65348,202
"(3E,7E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene",52.65348,69
"Benzoic acid, 4-hydroxy-3-methoxy-, ethyl ester",52.76796,151
"Benzoic acid, 4-hydroxy-3-methoxy-, ethyl ester",52.76796,196
(-)-Globulol,52.8252,161
(-)-Globulol,52.8252,189
"Benzoic acid, hexyl ester",52.8252,79
"Benzoic acid, hexyl ester",52.8252,105
"Octanoic acid, hexyl ester",52.88244,144
trans-Sesquisabinene hydrate,52.88244,204
trans-Sesquisabinene hydrate,52.88244,207
Caryophyllene oxide,52.88244,106
Caryophyllene oxide,52.88244,134
"Octanoic acid, hexyl ester",52.88244,101
"Butanoic acid, 3-phenyl-2-propenyl ester",52.93968,134
"Butanoic acid, 3-phenyl-2-propenyl ester",52.93968,115
2-Methyl-6-(p-tolyl)hept-2-en-4-ol,52.99692,91
2-Methyl-6-(p-tolyl)hept-2-en-4-ol,52.99692,119
2-Methyl-6-(p-tolyl)hept-2-en-4-ol,52.99692,120
"Benzoic acid, 2-hydroxy-, pentyl ester",52.99692,138
"Benzoic acid, 2-hydroxy-, pentyl ester",52.99692,208
3-Hexen-1-ol benzoate,53.1114,41
3-Hexen-1-ol benzoate,53.1114,105
"(1aR,4S,4aR,7R,7aS,7bS)-1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol",53.1114,189
"(1aR,4S,4aR,7R,7aS,7bS)-1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol",53.1114,204
"(5S,6R,7S,10R)-7-Isopropyl-2,10-dimethylspiro[4.5]dec-1-en-6-ol",53.16864,204
"(5S,6R,7S,10R)-7-Isopropyl-2,10-dimethylspiro[4.5]dec-1-en-6-ol",53.16864,222
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",53.28312,243
"1-((1R,2R,3R)-2-(3-Isopropylfuran-2-yl)-3-methylcyclopentyl)ethanone",53.28312,191
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",53.28312,159
"1-((1R,2R,3R)-2-(3-Isopropylfuran-2-yl)-3-methylcyclopentyl)ethanone",53.28312,234
E-2-Hexenyl benzoate,53.28312,67
E-2-Hexenyl benzoate,53.28312,41
E-2-Hexenyl benzoate,53.28312,106
"3,5,9-Undecatrien-2-one, 6,10-dimethyl-, (E,E)-",53.34036,124
"3,5,9-Undecatrien-2-one, 6,10-dimethyl-, (E,E)-",53.34036,109
2-Phenylethyl tiglate,53.34036,55
2-Phenylethyl tiglate,53.34036,104
2-Phenylethyl tiglate,53.34036,105
Butyl caprate,53.3976,155
Butyl caprate,53.3976,173
"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, [1aR-(1aalpha,4beta,4abeta,7alpha,7abeta,7balpha)]-",53.45484,148
"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, [1aR-(1aalpha,4beta,4abeta,7alpha,7abeta,7balpha)]-",53.45484,204
Cetene,53.51208,82
Cetene,53.51208,112
Isopentyl 8-methylnon-6-enoate,53.51208,151
Isopentyl 8-methylnon-6-enoate,53.51208,152
"Disulfide, 1-(1-propenylthio)propyl propyl",53.51208,41
"Disulfide, 1-(1-propenylthio)propyl propyl",53.51208,116
Diethyl Phthalate,53.62656,176
Diethyl Phthalate,53.62656,149
Carotol,53.62656,179
Carotol,53.62656,189
"2-((3R,3aR,3bS,4R,7R,7aS)-3,7-Dimethyloctahydro-1H-cyclopenta[1,3]cyclopropa[1,2]benzen-4-yl)propan-2-ol",53.6838,149
"2-((3R,3aR,3bS,4R,7R,7aS)-3,7-Dimethyloctahydro-1H-cyclopenta[1,3]cyclopropa[1,2]benzen-4-yl)propan-2-ol",53.6838,164
Salvial-4(14)-en-1-one,53.6838,123
Salvial-4(14)-en-1-one,53.6838,177
"Dodecanoic acid, ethyl ester",53.6838,183
"Dodecanoic acid, ethyl ester",53.6838,228
Guaiol,53.74104,204
Guaiol,53.74104,222
Hexadecane,53.796,70
Hexadecane,53.796,99
"2-Naphthalenemethanol, 2,3,4,4a,5,6,7,8-octahydro-alpha,alpha,4a,8-tetramethyl-, [2R-(2alpha,4abeta,8beta)]-",53.796,135
"2-Naphthalenemethanol, 2,3,4,4a,5,6,7,8-octahydro-alpha,alpha,4a,8-tetramethyl-, [2R-(2alpha,4abeta,8beta)]-",53.796,164
"Butanoic acid, decyl ester",53.79828,111
2-Tetradecanone,53.79828,212
"Butanoic acid, decyl ester",53.79828,88
beta-Elemenone,53.79828,150
beta-Elemenone,53.79828,53
2-Tetradecanone,53.79828,71
(.+/-.)-Dihydro-ar-turmerone,53.85552,203
(.+/-.)-Dihydro-ar-turmerone,53.85552,218
Cedrol,53.85552,150
Cedrol,53.85552,207
Humulene epoxide I,54.18504,121
Humulene epoxide I,54.18504,138
"(1R,3E,7E,11R)-1,5,5,8-Tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene",54.29256,93
"(1R,3E,7E,11R)-1,5,5,8-Tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene",54.29256,139
Geranyl isovalerate,54.29256,121
Geranyl isovalerate,54.29256,136
beta-Oplopenone,54.29256,177
beta-Oplopenone,54.29256,220
2-(Methylmercapto)benzothiazole,54.34632,181
2-(Methylmercapto)benzothiazole,54.34632,180
Lauryl acetate,54.34632,61
Lauryl acetate,54.34632,111
"Phenol, 2,6-dimethoxy-4-(2-propenyl)-",54.40008,179
"Phenol, 2,6-dimethoxy-4-(2-propenyl)-",54.40008,195
"trans-2-Dodecen-1-ol, acetate",54.45384,83
"trans-2-Dodecen-1-ol, acetate",54.45384,109
"1H-3a,7-Methanoazulen-5-ol, octahydro-3,8,8-trimethyl-6-methylene-",54.5076,205
"1H-3a,7-Methanoazulen-5-ol, octahydro-3,8,8-trimethyl-6-methylene-",54.5076,202
"1H-Benzocyclohepten-7-ol, 2,3,4,4a,5,6,7,8-octahydro-1,1,4a,7-tetramethyl-, cis-",54.5076,152
"1H-Benzocyclohepten-7-ol, 2,3,4,4a,5,6,7,8-octahydro-1,1,4a,7-tetramethyl-, cis-",54.5076,222
Tetradecanal,54.66888,166
Tetradecanal,54.66888,168
"4a(2H)-Naphthalenol, 1,3,4,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,4S,4aS,8aR)-",54.72264,95
"4a(2H)-Naphthalenol, 1,3,4,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,4S,4aS,8aR)-",54.72264,204
"Benzaldehyde, 3,4,5-trimethoxy-",54.7764,181
"Benzaldehyde, 3,4,5-trimethoxy-",54.7764,196
"(1R,4R)-1-methyl-4-(6-Methylhept-5-en-2-yl)cyclohex-2-enol",54.83016,137
"(1R,4R)-1-methyl-4-(6-Methylhept-5-en-2-yl)cyclohex-2-enol",54.83016,204
Junenol,54.88392,191
Junenol,54.88392,204
3-Hydroxy-beta-damascone,54.93768,193
3-Hydroxy-beta-damascone,54.93768,208
"Dodecanoic acid, 1-methylethyl ester",54.93768,201
"Dodecanoic acid, 1-methylethyl ester",54.93768,200
10-epi-gamma-Eudesmol,54.99144,149
10-epi-gamma-Eudesmol,54.99144,204
"Phenol, 2-methoxy-4-(1-propenyl)-, acetate",55.0452,149
"Phenol, 2-methoxy-4-(1-propenyl)-, acetate",55.0452,164
"1,3-Benzodioxole, 4,5-dimethoxy-6-(2-propenyl)-",55.15272,177
"1,3-Benzodioxole, 4,5-dimethoxy-6-(2-propenyl)-",55.15272,207
alpha-Corocalene,55.20648,156
alpha-Corocalene,55.20648,201
Citronellyl valerate,55.314,82
Citronellyl valerate,55.314,138
"4a(2H)-Naphthalenol, 1,3,4,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,4R,4aS,8aR)-",55.42152,179
"4a(2H)-Naphthalenol, 1,3,4,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S,4R,4aS,8aR)-",55.42152,204
beta-Asarone,55.47528,193
beta-Asarone,55.47528,209
"2-Naphthalenemethanol, 1,2,3,4,4a,5,6,7-octahydro-alpha,alpha,4a,8-tetramethyl-, (2R-cis)-",55.63656,204
"2-Naphthalenemethanol, 1,2,3,4,4a,5,6,7-octahydro-alpha,alpha,4a,8-tetramethyl-, (2R-cis)-",55.63656,189
Hinesol,55.8516,204
Hinesol,55.8516,222
Benzophenone,55.8516,181
Benzophenone,55.8516,182
p-Coumaric acid,55.8516,89
p-Coumaric acid,55.8516,107
p-Coumaric acid,55.8516,164
"Caryophylla-4(12),8(13)-dien-5alpha-ol",55.95912,135
"Caryophylla-4(12),8(13)-dien-5alpha-ol",55.95912,159
Methyl jasmonate,56.01288,193
Methyl jasmonate,56.01288,224
tau-Cadinol,56.1204,189
tau-Cadinol,56.1204,204
Cubenol,56.22792,189
Cubenol,56.22792,204
tau-Muurolol,56.22792,161
tau-Muurolol,56.22792,204
"1-Naphthalenol, 1,2,3,4,4a,7,8,8a-octahydro-1,6-dimethyl-4-(1-methylethyl)-, [1R-(1alpha,4beta,4abeta,8abeta)]-",56.3892,161
"1-Naphthalenol, 1,2,3,4,4a,7,8,8a-octahydro-1,6-dimethyl-4-(1-methylethyl)-, [1R-(1alpha,4beta,4abeta,8abeta)]-",56.3892,204
Agarospirol,56.3892,162
Agarospirol,56.3892,204
Isoelemicin,56.3892,193
Isoelemicin,56.3892,209
"11,11-Dimethyl-4,8-dimethylenebicyclo[7.2.0]undecan-3-ol",56.44296,159
"Pentadecanoic acid, 3-methylbutyl ester",56.44296,70
"Pentadecanoic acid, 3-methylbutyl ester",56.44296,155
"11,11-Dimethyl-4,8-dimethylenebicyclo[7.2.0]undecan-3-ol",56.44296,135
"2-Cyclohexen-1-one, 4-(3-hydroxy-1-butenyl)-3,5,5-trimethyl-",56.49672,41
"2-Cyclohexen-1-one, 4-(3-hydroxy-1-butenyl)-3,5,5-trimethyl-",56.49672,152
"2-Butanone, 4-(4-hydroxy-3-methoxyphenyl)-",56.55048,151
"2-Butanone, 4-(4-hydroxy-3-methoxyphenyl)-",56.55048,194
Longiverbenone,56.60424,148
Longiverbenone,56.60424,218
"2-Naphthalenemethanol, decahydro-alpha,alpha,4a-trimethyl-8-methylene-, [2R-(2alpha,4aalpha,8abeta)]-",56.60424,164
